product,Question,Response,Sentiment Score,Response value,lemm
High Drizzle,All Questions,"Way too much cinnamon flavor, it leaves an aftertaste Im not a fan of.",-24.11,4,"['way', 'much', 'cinnamon', 'flavor', 'leave', 'aftertaste', 'i\x92m', 'fan']"
Low Drizzle,All Questions,"I like frosting, so I might drizzle a little more on",36.12,5,"['like', 'frost', 'might', 'drizzle', 'little']"
Low Drizzle,All Questions,Add more frosting. Make it less like a cookie and more like a cinnamon roll. Cinnamon rolls are soft. Make it bigger.,52.9,1,"['add', 'frost', 'make', 'less', 'like', 'cookie', 'like', 'cinnamon', 'roll', 'cinnamon', 'roll', 'soft', 'make', 'big']"
High Drizzle,All Questions,Add more frosting. Make bigger and softer.,0,1,"['add', 'frost', 'make', 'big', 'softer']"
High Drizzle,All Questions,"Make a little fluffier, less dense.",0,4,"['make', 'little', 'fluffy', 'less', 'dense']"
Low Drizzle,All Questions,"More frosting, add sweetness.",53.67,2,"['frost', 'add', 'sweetness']"
Low Drizzle,All Questions,I would like it to look more like a traditional cinnamon roll and have less of a cookie texture.,61.24,2,"['would', 'like', 'look', 'like', 'traditional', 'cinnamon', 'roll', 'less', 'cookie', 'texture']"
High Drizzle,All Questions,I wished it looked more like a traditional cinnamon roll. I also would prefer less frosting.,42.01,2,"['wish', 'look', 'like', 'traditional', 'cinnamon', 'roll', 'also', 'would', 'prefer', 'less', 'frost']"
High Drizzle,All Questions,"Reduce the amount of cinnamon flavor, I found it to be overpowering to the point of being unable to taste anything else.",0,4,"['reduce', 'amount', 'cinnamon', 'flavor', 'find', 'overpower', 'point', 'unable', 'taste', 'anything', 'else']"
Low Drizzle,All Questions,I would make it slightly more moist and make the cinnamon a little less visible. The cinnamon almost looked like raisins in this sample.,30.08,4,"['would', 'make', 'slightly', 'moist', 'make', 'cinnamon', 'little', 'less', 'visible', 'cinnamon', 'almost', 'look', 'like', 'raisin', 'sample']"
High Drizzle,All Questions,Sweetness-much too sweet and the denseness.,45.88,2,"['sweetnessmuch', 'sweet', 'denseness']"
Low Drizzle,All Questions,Make it less sweet and more flaky,40.33,2,"['make', 'less', 'sweet', 'flaky']"
Low Drizzle,All Questions,"Texture was a little too gritty for me, more frosting flavor",0,3,"['texture', 'little', 'gritty', 'frost', 'flavor']"
High Drizzle,All Questions,Nothing,0,4,['nothing']
Low Drizzle,All Questions,It needs to be fluffier with a better after taste.,44.04,3,"['need', 'fluffier', 'good', 'taste']"
High Drizzle,All Questions,It needs to be fluffier and a little bigger.,0,3,"['need', 'fluffier', 'little', 'big']"
High Drizzle,All Questions,"Fluffier, a little bigger.",0,4,"['fluffier', 'little', 'big']"
Low Drizzle,All Questions,Thicker/ fluffier,0,4,"['thicker', 'fluffier']"
Low Drizzle,All Questions,I would change the texture and the sizs,0,3,"['would', 'change', 'texture', 'sizs']"
High Drizzle,All Questions,Less dry bigger flakier not so condensed it tastes more like cookie its too chewy,42.01,2,"['less', 'dry', 'big', 'flakier', 'condense', 'taste', 'like', 'cookie', 'it\x92s', 'chewy']"
High Drizzle,All Questions,The texture is more like a soft cookie rather than a cinnamon roll. It does not have the firmness of a cinnamon roll.,42.01,3,"['texture', 'like', 'soft', 'cookie', 'rather', 'cinnamon', 'roll', 'firmness', 'cinnamon', 'roll']"
Low Drizzle,All Questions,I would make it taller and have a spiral look like a cinnamon roll. It is currently flat and round like a cookie. I would make the frosting look more drippy like a cinnamon roll. The taste is really good.,86.55,3,"['would', 'make', 'tall', 'spiral', 'look', 'like', 'cinnamon', 'roll', 'currently', 'flat', 'round', 'like', 'cookie', 'would', 'make', 'frosting', 'look', 'drippy', 'like', 'cinnamon', 'roll', 'taste', 'really', 'good']"
Low Drizzle,All Questions,Maybe a little softer with more frosting.,0,4,"['maybe', 'little', 'soft', 'frost']"
High Drizzle,All Questions,Make it a bit softer and more moist.,0,4,"['make', 'bit', 'soft', 'moist']"
High Drizzle,All Questions,Too much frosting and a little too much cinnamon flavor left an after taste.,0,4,"['much', 'frost', 'little', 'much', 'cinnamon', 'flavor', 'leave', 'taste']"
Low Drizzle,All Questions,The amount of cinnamon was a little too much for my desire as it was the last flavor left as the after taste.,40.19,5,"['amount', 'cinnamon', 'little', 'much', 'desire', 'last', 'flavor', 'leave', 'taste']"
Low Drizzle,All Questions,Needs to be bigger in size and more fluffier,0,3,"['need', 'big', 'size', 'fluffier']"
High Drizzle,All Questions,Needs to be bigger in size and fluffy,0,3,"['need', 'big', 'size', 'fluffy']"
High Drizzle,All Questions,"Depending on how many you got in a bag, I would think it should be a bit bigger.",0,5,"['depend', 'many', 'get', 'bag', 'would', 'think', 'bit', 'big']"
Low Drizzle,All Questions,I would add more frosting!,0,5,"['would', 'add', 'frost']"
Low Drizzle,All Questions,Texture is like a cookie instead of a roll. It feels like it didnt rise and has that doughy feel when I bite it.,61.24,3,"['texture', 'like', 'cookie', 'instead', 'roll', 'feel', 'like', 'didn\x92t', 'rise', 'doughy', 'feel', 'bite']"
High Drizzle,All Questions,Really the size is smaller than mini falling into bite-size category. It has more of a doughy texture and is more like a soft cookie than a roll. This one is almost too sweet without enough cinnamon to balance out.,60.13,3,"['really', 'size', 'small', 'mini', 'fall', 'bitesize', 'category', 'doughy', 'texture', 'like', 'soft', 'cookie', 'roll', 'one', 'almost', 'sweet', 'without', 'enough', 'cinnamon', 'balance']"
High Drizzle,All Questions,"less frosting and not as chewy. When I think of cinnamon rolls, I think of fluffy and not chewy. Also I thought the mini cinnamon rolls will be a little bigger. These were micro size.",0,3,"['less', 'frosting', 'chewy', 'think', 'cinnamon', 'roll', 'think', 'fluffy', 'chewy', 'also', 'think', 'mini', 'cinnamon', 'roll', 'little', 'big', 'micro', 'size']"
Low Drizzle,All Questions,"Too thin, not enough frosting, needs a stronger cinnamon taste, too small for adult maybe a little bit bigger, not fluffy like a cinnamon roll, thought it was gonna be a version of the cinnamon rolls you find in the refrigerated section in the grocery store you put in the oven.",12.55,3,"['thin', 'enough', 'frost', 'need', 'strong', 'cinnamon', 'taste', 'small', 'adult', 'maybe', 'little', 'bit', 'big', 'fluffy', 'like', 'cinnamon', 'roll', 'think', 'gon', 'na', 'version', 'cinnamon', 'roll', 'find', 'refrigerated', 'section', 'grocery', 'store', 'put', 'oven']"
Low Drizzle,All Questions,Add a little more cinnamon and make it a tad less sweat.,0,4,"['add', 'little', 'cinnamon', 'make', 'tad', 'less', 'sweat']"
High Drizzle,All Questions,The sweetness in the actual roll is a little too much with the right amount of frosting. More cinnamon in the roll and use the sweetness from the icing.,75.06,5,"['sweetness', 'actual', 'roll', 'little', 'much', 'right', 'amount', 'frost', 'cinnamon', 'roll', 'use', 'sweetness', 'icing']"
High Drizzle,All Questions,Larger portion and fluffier if possible.,0,5,"['large', 'portion', 'fluffier', 'possible']"
Low Drizzle,All Questions,Less sweet. Bigger size and cinnamon sprinkled on top of the frosting.,54.34,5,"['less', 'sweet', 'big', 'size', 'cinnamon', 'sprinkle', 'top', 'frosting']"
Low Drizzle,All Questions,More frosting less dense,0,4,"['frost', 'less', 'dense']"
High Drizzle,All Questions,Have a Carmel option. Little less dense.,0,5,"['carmel', 'option', 'little', 'less', 'dense']"
High Drizzle,All Questions,Needs more more cinnamon,0,2,"['need', 'cinnamon']"
Low Drizzle,All Questions,More more cinnamon. The roll was a little too dry and chewy.,0,2,"['cinnamon', 'roll', 'little', 'dry', 'chewy']"
Low Drizzle,All Questions,Make it an actual cinnamon roll. This is more like a cookie bite.,42.01,1,"['make', 'actual', 'cinnamon', 'roll', 'like', 'cookie', 'bite']"
High Drizzle,All Questions,"Make it a cinnamon roll, not a cookie bite.",0,1,"['make', 'cinnamon', 'roll', 'cookie', 'bite']"
High Drizzle,All Questions,Less vanilla flavor more cinnemon,0,3,"['less', 'vanilla', 'flavor', 'cinnemon']"
Low Drizzle,All Questions,It is a little too dense for me,0,3,"['little', 'dense']"
Low Drizzle,All Questions,Id like it to be a little puffier-more like a cinnamon roll.   I also think it should be a little bigger.,61.24,3,"['i\x92d', 'like', 'little', '\x93puffier\x94more', 'like', 'cinnamon', 'roll', 'also', 'think', 'little', 'big']"
High Drizzle,All Questions,"Make it puffier and maybe a rolling pattern, like an actual cinnamon roll.",36.12,3,"['make', '\x93puffier\x94', 'maybe', 'roll', 'pattern', 'like', 'actual', 'cinnamon', 'roll']"
High Drizzle,All Questions,"Less sweet, a little bigger, less frosting",40.33,2,"['less', 'sweet', 'little', 'big', 'less', 'frost']"
Low Drizzle,All Questions,"Too dense, tastes doughy, too sweet, leaves a fatty residue taste in my mouth",45.88,4,"['dense', 'taste', 'doughy', 'sweet', 'leaf', 'fatty', 'residue', 'taste', 'mouth']"
Low Drizzle,All Questions,"They r too small. How many would I have to eat to make it into a roll? Why not make the, larger to begin with. Seems like a lot of ,easing around for mini mini rolls",54.23,2,"['r', 'small', 'many', 'would', 'eat', 'make', 'roll', 'make', 'large', 'begin', 'seem', 'like', 'lot', 'ease', 'around', 'mini', 'mini', 'roll']"
High Drizzle,All Questions,It tastes like fake or imitation cinnamon. Leaves weird aftertaste kinda like the fake aspartame does,-44.04,2,"['taste', 'like', 'fake', 'imitation', 'cinnamon', 'leave', 'weird', 'aftertaste', 'kinda', 'like', 'fake', 'aspartame']"
High Drizzle,All Questions,"It was much too dense and chewy for me. I expected it to be flakier. Also, it was much more condensed than the picture.",0,3,"['much', 'dense', 'chewy', 'expect', 'flakier', 'also', 'much', 'condense', 'picture']"
Low Drizzle,All Questions,"The amount of cinnamon makes it somewhat bitter, and theres also a bit of a sourness to the flavor. I would make it flakier, tone down the cinnamon, and add a bit more frosting.",-36.26,3,"['amount', 'cinnamon', 'make', 'somewhat', 'bitter', 'there\x92s', 'also', 'bit', 'sourness', 'flavor', 'would', 'make', 'flaky', 'tone', 'cinnamon', 'add', 'bit', 'frosting']"
Low Drizzle,All Questions,Maybe make them a little bigger.,0,5,"['maybe', 'make', 'little', 'big']"
High Drizzle,All Questions,The texture was a little grainy.,0,5,"['texture', 'little', 'grainy']"
High Drizzle,All Questions,Bigger in size. Less frosting drizzled on top. It tasted a bit too sugary. I couldnt taste the bread as much.,20.23,4,"['big', 'size', 'less', 'frost', 'drizzle', 'top', 'taste', 'bit', 'sugary', 'couldn\x92t', 'taste', 'bread', 'much']"
Low Drizzle,All Questions,Make it bigger!,0,5,"['make', 'big']"
Low Drizzle,All Questions,"I would make it more almost cake like, Id add more cinnamon",35.81,2,"['would', 'make', 'almost', 'cake', 'like', 'i\x92d', 'add', 'cinnamon']"
High Drizzle,All Questions,Id make them bigger so I could have more,0,5,"['i\x92d', 'make', 'big', 'could']"
High Drizzle,All Questions,It was more of a cookie than I expected. Pic looks fresh baked where the product is actually pre baked,31.82,3,"['cookie', 'expect', 'pic', 'look', 'fresh', 'baked', 'product', 'actually', 'pre', 'bake']"
Low Drizzle,All Questions,It was a little hard.,-2.76,4,"['little', 'hard']"
Low Drizzle,All Questions,I would make it LOOK like a cinnamon roll and warm up for a short time.,52.67,1,"['would', 'make', 'look', 'like', 'cinnamon', 'roll', 'warm', 'short', 'time']"
High Drizzle,All Questions,Warmed up and I wish I got more frosting flavor (cream cheese) with the amount that is on here.,58.59,2,"['warmed', 'wish', 'get', 'frost', 'flavor', 'cream', 'cheese', 'amount']"
High Drizzle,All Questions,I dont think I would change anything.,0,5,"['don\x92t', 'think', 'would', 'change', 'anything']"
Low Drizzle,All Questions,Leave it as is,-5.16,5,['leave']
Low Drizzle,All Questions,Just a little more frosting.,0,4,"['little', 'frosting']"
High Drizzle,All Questions,A little bigger & a little less cinnamon.,0,4,"['little', 'big', 'little', 'less', 'cinnamon']"
High Drizzle,All Questions,The texture was terrible,-47.67,2,"['texture', 'terrible']"
Low Drizzle,All Questions,Could be a bit sweeter,0,4,"['could', 'bite', 'sweet']"
Low Drizzle,All Questions,"Nothing ,",0,4,['nothing']
High Drizzle,All Questions,The amount of frosting,0,4,"['amount', 'frosting']"
High Drizzle,All Questions,The aftertaste it leaves in mouth,0,2,"['aftertaste', 'leave', 'mouth']"
Low Drizzle,All Questions,More frosting on it,0,4,['frost']
Low Drizzle,All Questions,Bigger size,0,3,"['big', 'size']"
High Drizzle,All Questions,Make size bigger,0,4,"['make', 'size', 'big']"
High Drizzle,All Questions,I like warm cinnamon rolls- was a little too sweet,72.87,2,"['like', 'warm', 'cinnamon', 'roll', 'little', 'sweet']"
Low Drizzle,All Questions,More frosting,0,3,['frost']
Low Drizzle,All Questions,Too dense. Needs to be more fluffy,0,3,"['dense', 'need', 'fluffy']"
High Drizzle,All Questions,Still too dense. Would like it to be more fluffy and soft,36.12,4,"['still', 'dense', 'would', 'like', 'fluffy', 'soft']"
High Drizzle,All Questions,Make it bigger and call it a cinnamon roll cookie or cake. I expect a cinnamon roll to be hot not cold. The texture is not light and fluffy like a cinnamon roll,36.12,2,"['make', 'big', 'call', 'cinnamon', 'roll', 'cookie', 'cake', 'expect', 'cinnamon', 'roll', 'hot', 'cold', 'texture', 'light', 'fluffy', 'like', 'cinnamon', 'roll']"
Low Drizzle,All Questions,Add more cinnamon. It is very bland in flavor. This is more of a cookie than a cinnamon roll. It should called something else,0,2,"['add', 'cinnamon', 'bland', 'flavor', 'cookie', 'cinnamon', 'roll', 'call', 'something', 'else']"
Low Drizzle,All Questions,It was a little chewier than I prefer.   Would like it a little fluffier.,36.12,4,"['little', 'chewy', 'prefer', 'would', 'like', 'little', 'fluffier']"
High Drizzle,All Questions,I liked this one.  I think they would be a great grab and go breakfast snack for me and my kids,78.45,5,"['like', 'one', 'think', 'would', 'great', 'grab', 'go', 'breakfast', 'snack', 'kid']"
High Drizzle,All Questions,Less sweet,40.33,3,"['less', 'sweet']"
Low Drizzle,All Questions,Softer,0,4,['softer']
Low Drizzle,All Questions,Make them bigger,0,5,"['make', 'big']"
High Drizzle,All Questions,Too much cinnamon flavor,0,5,"['much', 'cinnamon', 'flavor']"
High Drizzle,All Questions,I didnt like the crunchiness of the cinnamon,36.12,2,"['didn\x92t', 'like', 'crunchiness', 'cinnamon']"
Low Drizzle,All Questions,"Not sure, I enjoyed the cinnamon roll as it is.",-56.67,3,"['sure', 'enjoy', 'cinnamon', 'roll']"
Low Drizzle,All Questions,It doesnt remind me of a cinnamon roll at all and instead is just like a cookie. And it needs more frosting.,36.12,2,"['doesn\x92t', 'remind', 'cinnamon', 'roll', 'instead', 'like', 'cookie', 'need', 'frost']"
High Drizzle,All Questions,More cinnamon and more layers. Its just a cookie.,0,5,"['cinnamon', 'layer', 'it\x92s', 'cookie']"
High Drizzle,All Questions,Make softer like traditional cinnamon roll,36.12,5,"['make', 'soft', 'like', 'traditional', 'cinnamon', 'roll']"
Low Drizzle,All Questions,More cinnamon roll texture,0,5,"['cinnamon', 'roll', 'texture']"
Low Drizzle,All Questions,Mentioned previously make like rolls,36.12,1,"['mention', 'previously', 'make', 'like', 'roll']"
High Drizzle,All Questions,Wish it was more like a cinnamon roll not like a mini biscuit wit cinnamon and icing,80.67,3,"['wish', 'like', 'cinnamon', 'roll', 'like', 'mini', 'biscuit', 'wit', 'cinnamon', 'icing']"
High Drizzle,All Questions,Id make it slightly larger,0,4,"['i\x92d', 'make', 'slightly', 'large']"
Low Drizzle,All Questions,It had too much cinnamon flavor,0,4,"['much', 'cinnamon', 'flavor']"
Low Drizzle,All Questions,Frosting dried out and a bit too sweet.  Would like more chunks of cinnamon crunchy bits and less icing.,67.05,3,"['frost', 'dried', 'bit', 'sweet', 'would', 'like', 'chunk', 'cinnamon', 'crunchy', 'bit', 'less', 'ice']"
High Drizzle,All Questions,Way too much icing. Icing was hard and dry.  Use less icing,-10.27,3,"['way', 'much', 'icing', 'ice', 'hard', 'dry', 'use', 'less', 'icing']"
High Drizzle,All Questions,A bit bigger and softer,0,3,"['bit', 'big', 'softer']"
Low Drizzle,All Questions,I would make it a bit bigger and softer.,0,2,"['would', 'make', 'bit', 'big', 'softer']"
Low Drizzle,All Questions,Maybe a little softer. It was slightly drier. More like a cookie,36.73,5,"['maybe', 'little', 'soft', 'slightly', 'drier', 'like', 'cookie']"
High Drizzle,All Questions,A little too much frosting. Not terrible but also not needed.,19.67,5,"['little', 'much', 'frosting', 'terrible', 'also', 'need']"
High Drizzle,All Questions,Too dense.,0,2,['dense']
Low Drizzle,All Questions,Seems very artificial. I wouldnt waste calories on this,-47.03,2,"['seem', 'artificial', 'wouldn\x92t', 'waste', 'calorie']"
Low Drizzle,All Questions,It feels a bit too dense. I would want it to be a little lighter.,7.72,4,"['feel', 'bit', 'dense', 'would', 'want', 'little', 'lighter']"
High Drizzle,All Questions,The density. I wish it were a little bit lighter.,40.19,4,"['density', 'wish', 'little', 'bit', 'lighter']"
High Drizzle,All Questions,"Less chewy, bigge",0,3,"['less', 'chewy', 'bigge']"
Low Drizzle,All Questions,"Less chewy, bigger",0,3,"['less', 'chewy', 'big']"
Low Drizzle,All Questions,"A little more frosting. Or even frosting in the center. Also, it left my mouth with a filmy feeling that I would change.",12.8,4,"['little', 'frost', 'even', 'frost', 'center', 'also', 'leave', 'mouth', 'filmy', 'feeling', 'would', 'change']"
High Drizzle,All Questions,It was not flavorful - taste was a little bland. The cinnamon sweet flavor needed to be highlighted more.,45.88,2,"['flavorful', 'taste', 'little', 'bland', 'cinnamon', 'sweet', 'flavor', 'need', 'highlight']"
High Drizzle,All Questions,Maybe a little bigger,0,4,"['maybe', 'little', 'big']"
Low Drizzle,All Questions,Stronger flavor ingredients- a bit more flavor and frosting.,38.18,4,"['strong', 'flavor', 'ingredient', 'bite', 'flavor', 'frosting']"
Low Drizzle,All Questions,Seems gritty. Not soft enough. .  More like a chewy cookie.,42.01,1,"['seem', 'gritty', 'soft', 'enough', 'like', 'chewy', 'cookie']"
High Drizzle,All Questions,Liked the amount of cinnamon flavor in sample Low Drizzle. High Drizzle has more vanilla flavor.,42.15,2,"['liked', 'amount', 'cinnamon', 'flavor', 'sample', 'Low Drizzle', 'High Drizzle', 'vanilla', 'flavor']"
High Drizzle,All Questions,"Make it a little softer, slightly bigger",0,4,"['make', 'little', 'soft', 'slightly', 'big']"
Low Drizzle,All Questions,Make it sweeter with more cinnamon flavor. Add a tiny bit more frosting.,0,3,"['make', 'sweeter', 'cinnamon', 'flavor', 'add', 'tiny', 'bit', 'frost']"
Low Drizzle,All Questions,Maybe slightly less cinnamon,0,3,"['maybe', 'slightly', 'less', 'cinnamon']"
High Drizzle,All Questions,Maybe slightly bigger,0,3,"['maybe', 'slightly', 'big']"
High Drizzle,All Questions,Heat it slightly or encourage to do so,46.27,4,"['heat', 'slightly', 'encourage']"
Low Drizzle,All Questions,Texture is grainy and a bit too much cinnamon,0,3,"['texture', 'grainy', 'bit', 'much', 'cinnamon']"
Low Drizzle,All Questions,I would like it a little more chewy and less clumpy,36.12,4,"['would', 'like', 'little', 'chewy', 'less', 'clumpy']"
High Drizzle,All Questions,I would make the cinnamon flavor stronger,38.18,4,"['would', 'make', 'cinnamon', 'flavor', 'stronger']"
High Drizzle,All Questions,A tad bigger and tad less cinnamon  Maybe make frosting more gooey,0,3,"['tad', 'big', 'tad', 'less', 'cinnamon', 'maybe', 'make', 'frost', 'gooey']"
Low Drizzle,All Questions,Just tad fluffier or thicker,0,4,"['tad', 'fluffy', 'thicker']"
Low Drizzle,All Questions,"It looks like it is going to be really hard, almost like a small hard cookie. More frosting.",38.47,2,"['look', 'like', 'go', 'really', 'hard', 'almost', 'like', 'small', 'hard', 'cookie', 'frosting']"
High Drizzle,All Questions,Mine was crunchy in spots which could have been the cinnamon. The cinnamon flavor was very strong.,55.63,4,"['mine', 'crunchy', 'spot', 'could', 'cinnamon', 'cinnamon', 'flavor', 'strong']"
High Drizzle,All Questions,"Are it feel a taste like bread, fluffy fresh baked rolls",58.59,1,"['feel', 'taste', 'like', 'bread', 'fluffy', 'fresh', 'bake', 'roll']"
Low Drizzle,All Questions,Why call it a roll? Its really like a small cookie or bite . Im disappointed its not a fresh fluffy roll. Its pretty sweet and strangely soft/ moist,40.8,1,"['call', 'roll', 'it\x92s', 'really', 'like', 'small', 'cookie', 'bite', 'i\x92m', 'disappoint', 'it\x92s', 'fresh', 'fluffy', 'roll', 'it\x92s', 'pretty', 'sweet', 'strangely', 'soft', 'moist']"
Low Drizzle,All Questions,"Less chewy, less cinnomon",0,3,"['less', 'chewy', 'less', 'cinnomon']"
High Drizzle,All Questions,Less frosting and less like a cookie,29.75,4,"['less', 'frost', 'less', 'like', 'cookie']"
High Drizzle,All Questions,Not so much frosting,0,5,"['much', 'frosting']"
Low Drizzle,All Questions,Little more cinnamon taste,0,5,"['little', 'cinnamon', 'taste']"
Low Drizzle,All Questions,Not sure. I generally dont eat room temp cinnamon rolls,-24.11,1,"['sure', 'generally', 'don\x92t', 'eat', 'room', 'temp', 'cinnamon', 'roll']"
High Drizzle,All Questions,Less frosting.,0,2,"['less', 'frost']"
High Drizzle,All Questions,Too much frosting made it too sweet,45.88,4,"['much', 'frosting', 'make', 'sweet']"
Low Drizzle,All Questions,Nothing,0,4,['nothing']
Low Drizzle,All Questions,Size,0,3,['size']
High Drizzle,All Questions,Size,0,4,['size']
High Drizzle,All Questions,I would call this a cinnamon roll. It is like a thick chewy cinnamon roll cookie but very dense. The texture of a protein snack. I would make it more bread like.,61.24,2,"['would', 'call', 'cinnamon', 'roll', 'like', 'thick', 'chewy', 'cinnamon', 'roll', 'cookie', 'dense', 'texture', 'protein', 'snack', 'would', 'make', 'bread', 'like']"
Low Drizzle,All Questions,"Needs to be sweeter, more icing, more like a cinnamon roll if advertised as one. This left a weird tacky flavor in my mouth.",33.06,2,"['need', 'sweeter', 'ice', 'like', 'cinnamon', 'roll', 'advertise', 'one', 'left', 'weird', 'tacky', 'flavor', 'mouth']"
Low Drizzle,All Questions,Needs to be a bit sweeter. Little more frosting.,0,3,"['need', 'bite', 'sweet', 'little', 'frosting']"
High Drizzle,All Questions,The appearance of The Frosting.  Needs to not look stringy.,0,3,"['appearance', 'frost', 'need', 'look', 'stringy']"
High Drizzle,All Questions,I know they are mini but these are tiny. They look bigger in the pictures.  They look like actual cinnamon rolls in the pic. The. Actual product looks nothing lie that,50.23,3,"['know', 'mini', 'tiny', 'look', 'big', 'picture', 'look', 'like', 'actual', 'cinnamon', 'roll', 'pic', 'actual', 'product', 'look', 'nothing', 'lie']"
Low Drizzle,All Questions,Nothing,0,3,['nothing']
Low Drizzle,All Questions,I would make it at least double the size. I would also add a lot more moisture and some more frosting.,0,2,"['would', 'make', 'least', 'double', 'size', 'would', 'also', 'add', 'lot', 'moisture', 'frost']"
High Drizzle,All Questions,I would make them double the size and increase the moisture.,31.82,5,"['would', 'make', 'double', 'size', 'increase', 'moisture']"
High Drizzle,All Questions,I would add a little bit more of the drizzle of frosting.,0,5,"['would', 'add', 'little', 'bit', 'drizzle', 'frosting']"
Low Drizzle,All Questions,I take a tad bit of cinnamon out and maybe a little more moisture needed.,0,3,"['take', 'tad', 'bit', 'cinnamon', 'maybe', 'little', 'moisture', 'need']"
Low Drizzle,All Questions,I would make it less doughy and more fluffy.,0,1,"['would', 'make', 'less', 'doughy', 'fluffy']"
High Drizzle,All Questions,Make it less doughy and more less artificial tasting.  Not a great product.,-50.96,1,"['make', 'less', 'doughy', 'less', 'artificial', 'taste', 'great', 'product']"
High Drizzle,All Questions,"It was too doughy, almost like raw dough which was not appealing",29.75,4,"['doughy', 'almost', 'like', 'raw', 'dough', 'appealing']"
Low Drizzle,All Questions,Nothing for Low Drizzle,0,5,"['nothing', 'Low Drizzle']"
Low Drizzle,All Questions,"Much bigger, HAS TO BR FLAKY",0,2,"['much', 'big', 'br', 'flaky']"
High Drizzle,All Questions,"Stop calling it a cinnamon roll, its a wad of dough.",-29.6,1,"['stop', 'call', 'cinnamon', 'roll', 'it\x92s', 'wad', 'dough']"
High Drizzle,All Questions,Some crunch possibly,0,3,"['crunch', 'possibly']"
Low Drizzle,All Questions,Some crumble topping,0,4,"['crumble', 'topping']"
Low Drizzle,All Questions,More frosting flavor and softer texture.,0,2,"['frost', 'flavor', 'soft', 'texture']"
High Drizzle,All Questions,Needs a little more cinnamon flavor and still not soft or moist enough.,0,5,"['need', 'little', 'cinnamon', 'flavor', 'still', 'soft', 'moist', 'enough']"
High Drizzle,All Questions,Its more of a cookie than a roll. Not what I expected. Very dense. I would want a real roll.,14.4,1,"['it\x92s', 'cookie', 'roll', 'expect', 'dense', 'would', 'want', 'real', 'roll']"
Low Drizzle,All Questions,More of a roll /bread texture that is less dense. Less cinnamon for such a small amount.,0,1,"['roll', 'bread', 'texture', 'less', 'dense', 'less', 'cinnamon', 'small', 'amount']"
Low Drizzle,All Questions,"Less sweet, less grainy, less artificial and chemical flavor",40.33,2,"['less', 'sweet', 'less', 'grainy', 'less', 'artificial', 'chemical', 'flavor']"
High Drizzle,All Questions,Make less sweet and less grainy.  Make more fluffy.,40.33,2,"['make', 'less', 'sweet', 'less', 'grainy', 'make', 'fluffy']"
High Drizzle,All Questions,Too dense,0,3,['dense']
Low Drizzle,All Questions,"More frosting, softer, less dense",0,2,"['frost', 'soft', 'less', 'dense']"
Low Drizzle,All Questions,Nothing,0,1,['nothing']
High Drizzle,All Questions,More moist and a little more flavoring to add to the sweetness and cinnamon taste.,49.39,2,"['moist', 'little', 'flavoring', 'add', 'sweetness', 'cinnamon', 'taste']"
High Drizzle,All Questions,Nothing. I would buy. My kids would love it.,63.69,5,"['nothing', 'would', 'buy', 'kid', 'would', 'love']"
Low Drizzle,All Questions,"More frosting, looks lackluster with the little amount of frosting.",0,4,"['frost', 'look', 'lackluster', 'little', 'amount', 'frost']"
Low Drizzle,All Questions,Less sugar,0,4,"['less', 'sugar']"
High Drizzle,All Questions,"Less frosting, less sweet",34.92,1,"['less', 'frost', 'less', 'sweet']"
High Drizzle,All Questions,"It looks like a mini cookie, can it be more roll also it looks dry",36.12,5,"['look', 'like', 'mini', 'cookie', '\x93roll\x94', 'also', 'look', 'dry']"
Low Drizzle,All Questions,More cinnamon,0,4,['cinnamon']
Low Drizzle,All Questions,Just a tab bit softer,0,5,"['tab', 'bit', 'softer']"
High Drizzle,All Questions,Needs more flavor and just a little bit softer,0,4,"['need', 'flavor', 'little', 'bit', 'soft']"
High Drizzle,All Questions,Make it fluffier and less chewy or dense. Flavor is so strong,64.18,1,"['make', 'fluffy', 'less', 'chewy', 'dense', 'flavor', 'strong']"
Low Drizzle,All Questions,"Too chewy and soft, was more like a cookie",42.01,2,"['chewy', 'soft', 'like', 'cookie']"
Low Drizzle,All Questions,Size bigger,0,2,"['size', 'big']"
High Drizzle,All Questions,"Less dense, fluffier",0,3,"['less', 'dense', 'fluffier']"
High Drizzle,All Questions,Actually make it look like a cinnamon roll instead of prepackaged cookie. I was expecting a mini baked cinnamon roll from a tube. Would make them slightly larger,36.12,2,"['actually', 'make', 'look', 'like', 'cinnamon', 'roll', 'instead', 'prepackaged', 'cookie', 'expect', 'mini', 'bake', 'cinnamon', 'roll', 'tube', 'would', 'make', 'slightly', 'large']"
Low Drizzle,All Questions,More cinnamon and more frosting. I want it to look like a mini cinnamon roll that would come out of the tube. Would like it slightly larger,67.86,2,"['cinnamon', 'frost', 'want', 'look', 'like', 'mini', 'cinnamon', 'roll', 'would', 'come', 'tube', 'would', 'like', 'slightly', 'large']"
Low Drizzle,All Questions,I did not expect it to be so small,0,4,"['expect', 'small']"
High Drizzle,All Questions,I think they could be a little bit bigger,0,4,"['think', 'could', 'little', 'bit', 'big']"
High Drizzle,All Questions,The shape looks pretty flat but I could live with it,27.32,3,"['shape', 'look', 'pretty', 'flat', 'could', 'live']"
Low Drizzle,All Questions,More cinnamon flavor,0,4,"['cinnamon', 'flavor']"
